"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y"
"385","2017092405_3420",77.08,80.6,79.27,81.1,76.06,79.08,78.73,80.27,80.02,63.05,81.91,18.77,43.51,19.6,28.48,42.04,12.41,13.44,36.69,32.32,26.15,24.76
"386","2017092405_2234",80.05,82.53,78.59,79.73,78.3,79.22,78.31,82.57,65.59,81.2,82.46,22.58,13.25,29.91,9.76,24.39,42.47,18.74,36.75,27.28,37.98,38.63
"387","2017092405_1847",45.33,43.99,41.86,40.37,43.2,43.55,44.91,45.06,43.51,61.63,40.49,33.36,7.89,32.64,23.55,38.27,39.36,9.51,16.34,19.5,25.44,27.39
"388","2017092405_1252",42.35,40.91,39.65,38.14,40.93,38.37,43.76,42.04,40.16,62.25,36.27,33.34,10.35,31.2,23.64,37.2,37.47,10.72,16.41,19.71,23.19,29.23
"389","2017092405_1054",79.05,82.31,79.54,80,76.16,78.77,78.9,82.52,65.67,82.34,83.08,22.67,14.49,29.01,10.1,30.06,43.79,19.11,34.69,28.56,36.76,39.57
"390","2017092404_984",64.08,75.99,66,70.8,72.56,77.61,77.56,74.02,78.89,75.45,76.87,22.58,12.93,43.73,7.79,36.02,20.77,24.32,30.55,17.13,7.99,39.26
"391","2017092404_419",53.73,42.96,53.49,48.34,46.24,41.14,40.3,44.97,39.44,44.49,43.92,35.04,41.36,12.05,44.93,17.52,33.7,29.73,26.5,36.03,45.28,14.46
"392","2017092404_36",73.14,73.64,61.06,74.13,69.66,73.73,76.06,75.73,79.51,76.31,74.54,29.37,38.88,27.82,36.49,12.6,42.43,17.07,31.92,22.18,20.58,14.58
"393","2017092404_3208",74.77,78.01,62.24,77.56,75.85,75.19,69.77,74.99,78.12,78.37,75.59,30.81,40.3,30.46,36.52,17.89,14.65,42.04,19.33,24.67,33.86,21.12
"394","2017092404_3017",59.82,43.77,59.32,52.58,47.77,42.99,42.81,45.38,40.58,42.28,43.19,31.15,39.01,8.59,44.22,17.94,31.81,27.28,20.95,34.76,43.27,15.98
"395","2017092404_2878",49.36,44.54,61.45,45.55,46.01,45.67,53.04,47.56,44.67,43.4,46.4,25.8,15.44,26.59,19.21,40.21,41.65,11.8,37.48,23.63,31.1,34.4
"396","2017092404_2612",45.11,40.64,42.08,59.52,41.64,43.55,49.93,42.57,41.49,39.27,43.23,24.17,15.43,42.29,25.97,18.71,37.48,14.89,33.79,21.14,28.76,31.31
"397","2017092404_2304",61.9,74.65,64.61,66.43,71.93,75.5,76.99,73.56,77.33,75.23,76.02,23.81,13.56,47.29,8.84,37.24,21.34,26.25,33.7,18.25,9.39,41.41
"398","2017092404_1937",59.73,74.15,63.45,66.88,71.06,75.64,76.28,72.45,76.86,74.07,74.11,27.05,13.88,46.13,8.6,36.5,22.86,26.71,34.39,19.74,9.96,40.38
"399","2017092404_1725",44.7,40.87,58.96,43.23,44.2,41.25,51.17,41.96,40.67,41.1,44.86,24,15.08,24.53,18.38,37.08,38.99,14.01,34.4,28.87,20.72,33.19
"400","2017092404_1668",48.24,46.07,61.35,48.22,47.21,47.11,52.68,45.77,45.88,44.15,46.79,25.25,14.83,25.06,17.58,38.57,41.44,11.88,36.58,20.49,30.47,34.15
"401","2017092404_1421",62.87,75.65,65.95,69.07,73.81,77.45,77.83,75.15,78.53,75.05,78.06,23.61,14.99,45.87,9.29,35.93,21.21,26.38,31.64,17.71,8.61,39.93
"402","2017092404_1141",45.38,42.33,60.64,43.3,44.18,44.93,47.57,43.06,43.9,43.66,40.32,20.31,15.12,19.47,28.71,16.68,34.55,37.57,10.78,31.75,19.08,26.31
"403","2017092403_44",46.55,48.52,63.03,47.44,54.38,46.34,48.09,48.98,45.86,47.04,56.42,31.79,21.79,28.75,27.67,38.88,15.12,38.04,40.47,25.29,44.23,32.87
"404","2017092403_4209",43.52,50.99,45.29,42.85,45.46,44.03,56.6,45.01,41.95,43.89,48.58,45.87,17.62,14.62,26.85,32.11,23.47,31.74,36.38,38.26,34.36,45.41
"405","2017092403_392",44.32,44.65,62.46,42.23,50.84,40.87,44.95,45.19,42.45,44.81,46.43,23.92,12.37,22.38,18.52,26.71,8.77,28.03,31.8,15.9,35.24,15.11
"406","2017092403_3509",77.15,69.99,75.19,76.85,76.04,75.27,60.45,73.56,76.53,73.6,70.65,13.26,47.94,47.67,38.75,33.58,42.44,32.89,26.26,21.14,29.13,12.97
"407","2017092403_2164",40.59,48.96,43.64,41.42,44.74,43.16,56.17,42.91,41.05,43.55,45.69,42.18,14.02,11.99,22.6,27.22,18.33,29.18,33.94,36.54,31.47,44
"408","2017092403_1827",71.98,68.59,56.59,70.56,64.41,71.59,69.51,68.94,70.14,70.28,66.17,22.63,36.78,26.42,31.98,19.28,43.06,19.29,14.64,26.05,10.44,34.15
"409","2017092403_1535",43.27,47.92,44.63,43.19,45.25,44.32,55.51,45.04,43.41,44.64,48.68,40.15,8.53,9.67,16.41,22.04,13.87,28.46,26.74,32.43,25.07,40.66
"410","2017092402_729",44.01,41.31,38.61,43.56,41.45,56.29,43.3,42.48,38.71,37.48,42.64,28.32,40.23,39.81,41.85,18.6,35.57,45.7,15.36,45.5,28.65,25.24
"411","2017092402_3217",78.1,76.99,80.3,75.42,79.82,68.23,71.9,78.77,78.22,80.69,79.56,33.42,27.17,30.17,23.45,44.16,30.21,19.14,41.54,19.23,34.45,38.82
"412","2017092402_2784",76.41,76.46,78.98,75.07,78.61,63.3,70.84,80.83,79.22,78.04,77.88,34.57,26.82,31.44,23.38,44.28,28.71,18.84,46.28,17.56,37.41,40.36
"413","2017092402_2442",65.16,86.49,82.91,82.92,84.89,79.27,75.27,86.03,82.89,82.21,81.99,30.58,37.15,26.18,36.46,43.41,33.11,46.7,40.31,18.02,30.37,48.34
"414","2017092402_1927",42.17,41.81,39.49,42.49,42.33,59.61,44.11,45.15,38.29,39,41.81,29.9,34.62,37.28,39.06,20.13,36.46,43.9,16.82,43.78,24.57,24.1
"415","2017092402_1695",65.81,82.89,79.53,80.75,80.23,73.71,71.69,80.57,81.96,78.38,78.38,29.83,31.3,23.19,29.22,40.36,26.66,43.02,34.99,14.49,26.34,45.88
"416","2017092402_1288",72.67,72.28,75.13,68.85,73.92,61.54,68.95,75.88,75,75.36,73.57,33.5,24.63,28.69,21.5,43.09,24.37,14.3,45.35,14.54,36.36,39.03
"417","2017092401_4342",51.37,51.67,50.97,48.68,65.79,50.04,50.17,55.85,52.07,50.21,52.65,44.42,46.56,14.03,30.54,30.82,32.92,35.77,11.73,25.65,40.3,18.23
"418","2017092401_3646",44.17,45.64,42.27,41.4,46.4,63.1,42.34,43.62,45.77,44.95,43.25,38.22,40.48,10.87,16.97,19.91,24.69,25.09,27.75,9.51,21.71,32.86
"419","2017092401_36",75.36,73.65,75.74,76.69,56.93,76.64,76.63,70.93,76,76.02,73.87,11.1,7.04,40.11,27.48,23.64,24.34,21.07,43.8,30.04,15.51,39.86
"420","2017092401_3128",77.64,76.99,78.03,80.32,56.95,79.79,78.08,72.51,77.66,78.08,77.8,10.26,7.62,40.79,24.32,22.19,21.71,20.52,41.96,29.36,13.94,38.87
"421","2017092401_2993",60.01,42.3,49.78,46.69,41.04,46.17,44.72,45.06,43.67,51.04,45.01,30.82,43.78,26.12,22.71,44.96,28.3,37.72,19.07,33.23,12.64,41.09
"422","2017092401_2561",62.69,52.42,46.52,50.97,50.66,44.01,47.13,46.41,48.37,45.22,45.96,30.95,12.33,44.85,25.62,22.77,47.39,28.74,38.07,21.18,34.26,40.99
"423","2017092401_2502",71.02,74.18,72.58,69.84,70.78,70.99,68.67,68.96,72.95,70.36,70.69,42.33,44.86,11.73,25.64,18.33,26.73,30.08,33.44,7.56,21.72,37.58
"424","2017092401_2019",48.13,49.11,44.91,43.84,46.57,63.48,45.06,46.43,51.43,46.27,48.22,38.25,42.16,9.38,20.55,14.56,26.88,22.65,25.85,6,17.31,31.85
"425","2017092401_1417",58.07,73.1,74.85,74.3,68.82,73.63,73.56,77.2,78.64,70.53,73.63,30.47,18.88,36.27,38.56,39.44,28.02,24.29,41.25,32.89,11.44,21.81
"426","2017092401_1265",44.99,46.74,44.79,43.4,47.22,63.62,44.07,44.29,49.97,45.61,47.2,44.27,47.67,15.75,31.22,22.49,31.75,35.13,37.72,14.58,25.35,42.14
"427","2017092400_716",78.3,78.99,78.08,65.84,77.03,72.53,76.25,76.88,77.6,79.71,82.78,33.49,19.87,13.94,22.45,27.87,24.53,17.09,35.2,16.4,29.25,12.31
"428","2017092400_409",76.07,78.06,78.28,64.12,75.33,78.64,75.6,72.82,76.72,76.79,81.29,34.69,17.81,14.28,20.95,26.68,23.73,15.61,32.75,15.8,25.99,12.32
"429","2017092400_4019",77.08,73.3,58.43,75.09,80.73,70.08,72.15,71.63,71.55,73.57,71.88,13.85,4.74,23.73,20.61,27.05,26.27,23.15,32.5,2.34,12.27,26.06
"430","2017092400_3365",46.03,51.28,50.73,59.27,45.5,42.71,46.87,46.37,43.7,45.77,45.39,7.59,37.5,32.25,25.19,11.12,20.37,26.84,3.06,17.97,28.84,36.8
"431","2017092400_2682",76.88,74.66,73.74,79.2,64.11,76.26,74.33,80.92,79.13,77.13,78.47,40.05,24.92,20.39,37.55,28.9,42.57,32.38,29.31,44.35,24.33,19.72
"432","2017092400_2285",38.18,37.47,60.7,38.16,35.84,40.24,36.43,38.96,36.31,42.07,36.83,31.25,36.96,30.16,29.41,14.19,20.9,27.6,11.92,40.66,36.21,21.88
"433","2017092400_2036",38.13,43.47,42.59,53.78,39.56,43.02,36.58,39.94,38.05,40.1,36.35,8.53,34.65,29.83,24.27,12.81,14.54,24.62,6.36,18.05,26.11,33
"434","2017092100_778",48.12,59.22,41.21,50.94,46.47,45.89,43.54,44.15,45.04,45.63,43.87,8.5,22.08,24.01,38.26,34.2,29.86,5.32,27.4,16.03,12.22,18.25
"435","2017092100_4446",58.02,48.28,57.4,55.21,56.02,57.17,52.43,57.47,53.6,55.73,49.07,11.98,28.91,31.36,9.26,0.41,13.23,32.2,7.72,32.3,5.96,22.05
"436","2017092100_4118",81.67,78.84,77.57,79.23,64.86,82.89,80.53,79.56,79.46,81.67,76.77,20.66,36.17,4.65,15.91,21.03,7.6,30.91,11.88,39.48,27.67,23.39
"437","2017092100_3780",60.73,50.86,51.61,47.77,46.83,47.05,47.97,48.01,49.19,49.26,46.72,28.88,11.83,41.41,15.78,30.78,21.1,45.41,34.15,23.15,39.89,24.51
"438","2017092100_36",36.56,41.54,57.02,27.88,37.3,30.59,34.33,32.06,35.44,33.64,31.09,46.86,16.73,35.3,47.34,21.3,31.95,21.23,36.89,26.68,41.15,29.88
"439","2017092100_2302",39.7,40.19,45.8,42.36,59.23,40.26,38.59,36.82,41.18,40.66,44.01,31.78,17.63,43.54,40.15,33.45,49.4,21.06,37.68,14.67,25.16,28.88
"440","2017092100_1836",41.94,43.96,49.21,44.44,64.32,41.44,43.22,39.94,43.69,41.78,44.39,33.08,17.11,45.94,37.03,34.99,45.93,21.02,40.56,12.83,26.31,23.02
"441","2017092100_1484",43.19,45.09,49.53,45.79,65.24,42.06,44.9,42.86,46.72,45.02,46.23,32.17,15.09,45.53,37.78,34.22,44.41,20.5,39.33,12.88,26.25,22.8
"442","2017092100_110",46.76,57.09,35.51,42.97,42.71,38.17,40.03,39.93,42.08,40.11,39.94,13.98,32.88,42.36,42.28,20.11,33.17,21.2,34.53,26.88,40.47,30.39
"443","2017091800_578",37.58,54.62,41.69,46.71,48.09,38.32,35.36,37.83,35.86,38.55,41.5,8.7,21.71,12.74,39.9,7.98,20.06,33.04,16.1,25.11,29.06,37.42
"444","2017091800_35",78.83,79.09,79.7,75.54,76.34,80.67,73.57,81.18,80.54,77.38,65.25,12.35,18.64,22.14,31.04,8.89,26.74,35.58,24.12,37.64,14.56,24.13
"445","2017091800_2786",38.37,39.75,57.6,43.39,41.27,49.09,48.99,38.67,42.03,41.15,42.83,26.68,19.13,23.87,13.42,29.1,40.65,9.76,16.44,9.18,24.28,35.95
"446","2017091800_2295",46.7,46.34,49.64,54.55,44.54,49.09,44.09,44.67,48.14,61.23,48.1,33.83,25.44,12.71,35.01,17.01,5.29,21.73,10.38,33.23,22.86,31.96
"447","2017091800_1797",83.33,63.3,80.06,81.12,74.07,75.68,82.9,83.47,83,81.47,80.37,26.69,33.06,40.47,24.48,13.68,44.22,35.11,39,44.82,29.92,18.6
"448","2017091800_1731",80.37,64.5,77.59,70.25,74.49,79.06,80.47,81.11,81.26,76.77,77.13,29.72,36.3,41.93,16.14,45.86,36.91,32.68,40.34,45.75,26.8,20.22
"449","2017091800_1176",79.47,61.42,76,70.47,71.93,77.95,80.08,78.19,79.29,76.53,75.27,27.27,35.04,41.8,14.7,45.45,36.63,30.48,39.76,44.93,24,16.84
"450","2017091713_37",61.88,77.55,76.38,74.8,77.25,78.93,74.72,80.93,74.54,79.68,78.62,19.54,32.12,28.09,27.06,12.38,15.59,30.11,19.14,12.42,22.24,4.42
"451","2017091713_3573",58.58,74.91,73.15,70.6,73.1,73.15,71.46,75.24,74.24,76.28,71.69,20.66,36.73,28.37,24.12,8.76,11.54,31.39,3.47,12.8,18.18,5.41
"452","2017091713_3202",57.73,75.83,73.56,72.55,74.52,74.75,71.32,75.74,76.53,76.56,74.33,22.27,35.7,29.96,26.96,11.98,13.64,33.9,3.84,18.07,23.58,5.87
"453","2017091713_2798",64.03,73.77,64.12,67.45,72.11,74.92,77.15,75.58,76.62,73.73,77.78,17.62,10.84,44.75,6.54,33.6,27.66,23.57,14.94,8.5,36.4,19.92
"454","2017091713_2555",60.47,44.26,44.72,46.65,44.01,43.66,46.34,42.3,41.41,42.35,45.98,31.91,19.26,23.06,24.73,40.89,38.87,20.94,47.56,33.11,29.31,44.96
"455","2017091713_2245",64.29,73.67,65.17,73.36,75.36,75.85,74.57,60.87,76.37,74.16,77.14,18.67,11.35,8.83,33.39,28.38,24.96,16.35,40.56,8.18,36.9,20.46
"456","2017091713_1491",65.13,75.98,64.38,69.06,73.1,76.14,77.37,76.43,75.93,73.18,77.37,20.17,12.14,43.82,8.13,35.09,30.99,23.4,16.31,9.14,39.54,20.69
"457","2017091713_1116",58.42,68.81,60.64,63.74,67.01,69.8,67.51,68.48,69.15,67.73,69.55,24.18,14.24,45.58,6.94,36.48,26.15,31.84,17.08,9.04,40.97,20.93
"458","2017091712_951",71.64,76.44,62.69,81.22,75.04,76.77,80.02,77.8,79.48,77.84,80.27,34.35,31.17,21.43,38.7,9.37,35.14,27.3,14.12,11.25,18.8,23.58
"459","2017091712_468",72.5,75.38,62.51,80.93,75.66,74.62,78.67,78.24,78.3,79.05,80.46,36.82,32.29,20.12,37.83,8.24,32.67,27.56,12.58,19.61,25.91,8.21
"460","2017091712_3785",73.92,74.98,60.91,73.14,74.59,79.8,76.31,78.3,77.18,77.29,77.07,47.08,39.42,31.31,17.35,42.51,35.92,21.47,19.48,26.38,30.38,47.37
"461","2017091712_3469",40.52,40.9,39.19,47.53,43.24,61.94,38.14,39.67,38.02,41.02,38.7,25.25,3.81,16.53,38.89,26.69,29.74,40.1,14.94,34.27,10.36,20.85
"462","2017091712_2215",47.06,44.51,56.94,46.13,44.31,41.6,43.05,40.31,42.26,41.82,39.56,9.67,15.55,22.01,35.29,11.86,18.29,29.79,33.47,27.58,24.62,7.57
"463","2017091712_2155",79.94,77.95,79.61,76.3,60,83.27,68.81,77.99,82.7,78.24,80.7,20.42,39.48,33.67,15.88,18.33,9.84,12.61,25.59,13.65,41.7,29.02
"464","2017091712_1852",78.91,78.23,78.46,72.58,76.19,59.78,81.42,75.56,80.03,77.07,78.86,21.7,37.69,31.68,9.96,18.24,21.56,13.06,27.06,16.33,40.12,27.9
"465","2017091711_966",44.65,45.7,57.43,53.8,48.13,48.28,48.47,42.87,45.03,41.8,45.22,18.95,14.05,31.78,34.58,19.65,8.34,28.21,36.16,32.28,28.66,12.44
"466","2017091711_564",78.03,77.14,63.23,70.65,74.22,74.36,77.38,79.93,79.89,80.39,79.76,24.78,30.41,19.16,12.82,23.65,39.17,16.83,11.01,13.55,17.74,33.96
"467","2017091711_3951",70.87,70.88,62.73,61.75,69.04,68.51,72,72.94,70.13,71.96,73.64,35.79,40.14,28.47,19.19,34.09,27.1,28.42,17.7,43.53,21.01,43.19
"468","2017091711_2576",61.61,79.97,72.23,73.39,76.92,77.17,78.17,74.8,76.8,78.55,79.87,22.64,12.66,39.6,12.05,17.99,31.42,15.42,34.4,28.35,21.07,24.92
"469","2017091711_1759",60.42,70.21,79.91,76.08,76.27,76.64,78.81,75.33,76.57,77.74,79.74,19.52,36.24,9.35,16.72,34.7,32.35,19.85,9.25,27.98,12.46,23.38
"470","2017091711_1360",71.08,63.63,78.84,76.43,74.29,76.61,77.66,74.2,76.74,76.36,78.12,11.81,24.33,41.62,34.19,17.62,19.64,31.78,42,23.15,39.71,25.68
"471","2017091711_1186",49.15,49.3,60.73,56.14,51.33,51.9,52.57,48.13,49.09,46.82,48.05,19.75,15.66,31.13,34.45,22.4,10.04,28.67,36.47,34.07,30.47,12.58
"472","2017091710_339",62.06,72.58,81.5,75.64,78.31,72.43,77.88,77.58,77.57,81.69,81.42,20.82,4.77,8.9,22.88,33.07,36.21,18.54,15.18,28.14,17.1,12.4
"473","2017091710_3348",49.39,44.9,43.58,39.75,45.31,50.21,41.1,41.64,51.27,40.3,45.3,32.66,26.31,37.05,42.61,30.51,46.36,40.25,24.01,15.5,35.21,17.93
"474","2017091709_968",55.45,41.99,45.41,40.03,41.75,44.51,39.89,40.33,40.77,42.65,41.58,29.75,35.8,18.82,33.69,16.23,22.5,29.73,39.09,24.84,20.75,31.98
"475","2017091709_567",69.12,77.43,76.04,81.5,81.98,78.54,83.48,82.91,83.59,80.8,79.52,27.58,18.36,33.16,18.36,36.74,31.37,22.86,15.89,29.59,34.77,20.56
"476","2017091709_38",46.56,45.8,44.8,58.47,51.01,45.9,46.4,47.73,49.25,45.83,45.96,37.6,31.5,45.04,35.42,14.95,40.96,43.41,17.03,19.47,35.56,23.9
"477","2017091709_3302",55.88,54.05,53.68,53.11,55.27,56.42,55.41,54.93,54.53,56.15,53.54,8.55,5.95,2.9,27.71,32.78,26.93,-0.13,29.86,3.26,12.14,20.45
"478","2017091709_2995",56.31,38.39,44.11,41.24,40.22,43.03,36.79,38.94,37.95,39.74,41.9,27.73,37.3,18.19,36.09,11.11,22.85,31.78,40.76,26.49,20.88,33.7
"479","2017091709_2877",55.85,38.17,43.96,37.96,37.15,41.54,35.49,37.84,37.95,38.62,39.61,29.02,35.36,19.89,36.39,17.07,22.41,30.34,41.39,25.15,19.12,34.28
"480","2017091709_2549",64.15,75.46,72.4,76.91,77.82,74.25,79.76,76.94,79.14,76.75,76.67,29.58,16.11,35.37,18.16,36.8,31.57,22.24,14.56,29.52,33.7,20.43
"481","2017091709_2341",40.49,42.31,37.1,51.45,47.3,39.4,41.83,39.42,41.57,37.57,40.59,38.86,31.88,47.43,36.87,21.78,21.32,40.57,18.12,43.94,35.81,26.68
"482","2017091709_1968",59.17,70.97,66.38,72.53,72.03,68.93,74.12,72.89,72.46,70.7,71.6,28.63,14.58,33.62,15.98,35.38,29.99,19.35,13.32,27.25,32.76,19.05
"483","2017091709_1129",70.83,70.38,71.15,63.59,70.55,71.68,68.97,71.8,70.44,72.14,72.31,22.14,33.92,14.64,27.76,46.38,16.75,17.6,44.7,42.08,24.28,39.43
"484","2017091708_911",52.9,45.13,47.1,41.97,48.57,45.13,43.2,46.4,45.07,58.93,46.37,17.27,23.97,20.53,41.5,45.8,45.17,16.13,36.83,32.77,32.93,29.67
"485","2017091708_3651",46.84,41.15,42.73,55.29,43.25,39.48,48.69,44.79,38.26,45.42,41.4,11.46,17.21,11.66,24.5,28.12,25.35,33.99,30.13,19.73,15.81,36.96
"486","2017091708_3303",43.43,42.17,43.72,57.84,42.32,39.78,49.12,44.45,38.97,46.54,41.14,44.78,35.76,41.62,32.25,26.08,28.24,21.2,24.78,33.99,35.92,17.1
"487","2017091708_2715",76.15,74.35,62.42,76.14,78.05,67.81,72.31,75.28,78.31,72.93,76.14,14.25,5.1,19.15,27.3,23.19,31.67,29.55,9.79,18.16,14.9,37.12
"488","2017091708_2429",54.32,44.37,50.45,40.93,48.74,43.81,42.97,44.88,44.84,53.37,44.79,20.51,26.29,21.06,42.63,45.14,47.2,21.08,36.65,33.53,34.42,30.45
"489","2017091708_2210",78.27,78.67,63,78.97,80.33,70.73,76.47,78.77,81.07,75.47,79.8,12.3,4.53,16.73,23.3,16.27,31,25.8,9.4,17.63,13.63,36.7
"490","2017091708_1974",54.3,43.39,46.57,41.51,48.04,43.39,42.17,44.75,45.09,57.24,44.51,18.64,27.08,21.26,42.9,44.31,46.79,17.29,37.41,33.5,34.12,31.02
"491","2017091708_1361",53.75,42.99,48.94,40.8,47.1,43.32,42.77,44.78,44.4,56.92,45.25,18.66,23.88,17.98,40.78,46.38,45.61,17.34,36.16,32.62,33.36,29.96
"492","2017091707_3833",26.67,37.51,59.89,44.65,28.83,26.69,32.53,29.4,28.74,49.52,26.89,36.54,25.25,31.33,40.76,24,32.24,28.17,37.42,43.31,13.83,38.16
"493","2017091707_37",43.32,46.99,61.52,51.85,44.49,43.09,43.01,44.69,44.22,44.99,50.59,24.34,14.23,23.53,38.12,32.63,10.03,20.08,15.79,29.27,38.19,6
"494","2017091707_369",64.4,67.5,60.74,73.93,72.11,71.64,69,70.35,69.01,71.97,71.31,43.61,11.73,26.84,20.71,30.56,24.82,12.97,16.46,38.8,34.84,41.65
"495","2017091707_2953",64.9,69.16,61.38,72.23,68.07,69.87,72.29,69.06,71.07,72.78,71.61,41.13,37.27,22.74,31.37,6.7,14.04,26.23,40.98,21.46,16.98,9.01
"496","2017091707_1341",50.59,59.36,43.51,49.1,47.29,45.3,47.21,46.87,45.8,45.53,45.65,12.96,30.62,22.33,45.37,39.59,27.61,14.16,17.91,32.96,37.05,44.05
"497","2017091706_986",76.66,70.15,73.61,73.78,74.78,74.93,61.58,75.13,76.27,74.36,71.87,10.65,43.92,40.88,30.34,28.15,35.31,26.63,21.16,16.93,22.86,9.77
"498","2017091706_37",59.84,73.68,76.19,73.47,74.98,72.73,69.66,74.58,73.48,73.16,75.77,29.03,47.83,43.72,20.01,24.3,18.91,15.46,36.19,41.27,24.8,32.51
"499","2017091706_2860",47.56,53.65,50.84,51.34,48.92,50.16,63.29,48.81,48.4,49.49,53.17,41.71,7.04,10.58,17.91,23.39,15.85,29.45,32.24,35.92,27.96,41.52
"500","2017091706_2571",61.72,73.5,78.92,76.05,75.77,75.31,73.11,79.19,77.15,76.54,79.4,25.82,45.26,40.44,16.22,24.08,18.02,14.77,30.06,35.6,19.57,32
"501","2017091706_2317",40.55,49.53,46.25,45.54,42.73,43.14,55.61,43.01,41.31,43.41,46.6,42.25,12.04,11.04,23.93,27.55,18.52,29.37,34.4,36.5,31.5,45.28
"502","2017091706_2027",42.29,46.43,43.99,44.48,43.47,42.82,58.55,42.49,41.14,44.3,47.05,41.14,12.16,13.67,23.7,26.57,19.56,29.03,34.08,36.28,31.86,43.91
"503","2017091706_1255",63.86,50.89,47.96,48.21,48.07,49.81,51.46,47.85,49.26,50.48,46.78,27.15,5.71,8.46,36.06,32.35,32.29,38.03,21.54,18.03,30.61,18.8
"504","2017091705_655",69.57,60.22,79.04,79.96,77.2,75.21,66.36,77.33,75.83,80.85,76.6,35.39,14.97,11.55,10.31,19.66,23.09,17.16,14.45,33.79,22.38,27.19
"505","2017091705_508",41.56,42.82,42.75,48.07,41.22,40.28,54.74,41.15,44.26,37.81,42.5,20.45,15.84,24.28,33.16,8.66,7.13,24.98,31.12,27.47,6.04,9.5
"506","2017091705_4069",53.41,58.6,47.84,49.7,55.46,56.62,46.36,57.6,50.44,52.09,53.45,11.4,8.08,14.66,27.86,11.21,6.18,27.9,9.27,25.19,24.82,8.7
"507","2017091705_36",40.98,43.42,42.49,45.71,42.62,41.22,54.84,41.44,43.84,38.08,43.34,18.37,16.47,23.1,31.94,12.94,8.74,25.62,32.2,26.91,5.37,12.46
"508","2017091705_3272",72.6,68.6,61.53,79.55,77.64,75.87,74.39,78.39,81.26,77.02,77.21,47.08,19.26,30.97,22.2,20.35,34.23,41.32,36.72,45.29,31.65,43.7
"509","2017091705_313",75.04,65.74,81.86,80.29,79.41,78.95,68.2,81.84,82.86,81.84,79.28,48.26,31.53,25.68,23.37,33.99,41.54,20.52,37.18,47.09,28.34,44.4
"510","2017091705_2370",70.56,61.22,80.38,78.52,77.08,75.61,65.48,78.65,78.98,81.24,77.15,8.76,16.77,30.9,33.01,22.37,15.14,31.9,17.19,9.52,22.9,11.45
"511","2017091705_1874",49.27,56.87,39.27,42.42,42.51,44.66,54.3,41.65,42.43,38.24,44.79,44.09,35.73,23.56,21.53,29.32,37.05,21.69,33.85,42.17,27.21,40.87
"512","2017091705_1695",79.39,78.26,78.29,72.75,78.55,79.54,65.15,76.44,78.75,79.55,77.16,32.99,37.06,30.61,20.08,42.74,45.88,26.13,27.87,23.59,49.39,40.81
